[-0.996061,-0.0724378,0.0511454,0,-0.0617313,0.980515,0.186492,0,-0.0636579,0.1826,-0.981124,0,20.1605,179.119,16.8441,1,0.105044,0.0129618,-0.994383,0,-0.00436684,0.999911,0.0125726,0,0.994458,0.00302164,0.105091,0,-73.3484,142.542,11.3226,1,0.203259,0.0428579,0.978187,0,0.0743027,0.995486,-0.0590553,0,-0.976302,0.0846854,0.199157,0,115.085,141.924,1.884,1]
[-0.995868,-0.0741249,0.0524662,0,-0.0631611,0.980455,0.18633,0,-0.0652525,0.182246,-0.981085,0,20.1652,179.129,16.9015,1,0.1124,0.0877442,-0.989781,0,-0.0252261,0.996025,0.085433,0,0.993343,0.0153656,0.114167,0,-73.4059,142.407,11.2499,1,0.211251,0.0716437,0.974803,0,0.0770617,0.992985,-0.0896802,0,-0.974389,0.094065,0.204248,0,115.087,141.836,1.75898,1]
[-0.995641,-0.0753372,0.0549899,0,-0.0639343,0.980517,0.185739,0,-0.0679116,0.181414,-0.981059,0,20.1598,179.134,16.9663,1,0.058623,0.0236648,-0.998,0,-0.0841896,0.996275,0.0186785,0,0.994724,0.0829262,0.060397,0,-73.5035,141.545,11.8271,1,0.200772,0.00588443,0.97962,0,0.0881406,0.995818,-0.024046,0,-0.975665,0.0911721,0.199413,0,115.089,141.783,1.89315,1]
[-0.995644,-0.0767266,0.0529791,0,-0.0655143,0.979977,0.188026,0,-0.0663448,0.183736,-0.980734,0,20.1208,179.104,17.0205,1,0.0630373,0.0424125,-0.99711,0,-0.0657507,0.997102,0.0382554,0,0.995843,0.0631491,0.0656433,0,-73.2658,141.82,11.9416,1,0.194901,0.0254719,0.980492,0,0.0756902,0.996291,-0.040928,0,-0.977898,0.0821906,0.192251,0,114.924,141.898,1.88448,1]
[-0.995936,-0.0754215,0.0492316,0,-0.0649111,0.979986,0.188186,0,-0.0624396,0.184226,-0.980899,0,20.0849,179.097,17.0994,1,0.113788,0.0208224,-0.993287,0,-0.0160929,0.999688,0.019113,0,0.993375,0.01381,0.114088,0,-73.2629,142.337,11.4488,1,0.171534,-0.014286,0.985075,0,0.0579969,0.998307,0.00437869,0,-0.983469,0.0563802,0.172073,0,115.199,142.176,2.05967,1]
[-0.995736,-0.0772946,0.0503465,0,-0.0664695,0.979648,0.189396,0,-0.0639612,0.185242,-0.980609,0,20.0884,179.078,17.1598,1,0.145909,0.0599294,-0.987481,0,-0.0303213,0.997965,0.0560854,0,0.988833,0.0217584,0.14743,0,-73.3168,142.26,11.2507,1,0.212917,0.140467,0.966921,0,0.0144275,0.989052,-0.146859,0,-0.976964,0.045219,0.208559,0,114.682,142.523,1.69396,1]
[-0.995608,-0.0778536,0.0520005,0,-0.0665316,0.97912,0.192089,0,-0.0658695,0.187785,-0.979999,0,20.0998,179.048,17.2011,1,0.147213,-0.184112,-0.971819,0,0.0131927,0.982801,-0.184195,0,0.989017,0.0142949,0.14711,0,-72.8789,142.373,11.2566,1,0.249708,0.248375,0.935925,0,-0.00863262,0.967077,-0.254338,0,-0.968283,0.0554308,0.243631,0,114.488,142.495,1.06288,1]
[-0.995622,-0.0769221,0.0531102,0,-0.065343,0.979017,0.193016,0,-0.0668431,0.188701,-0.979757,0,20.1115,179.037,17.2276,1,0.0929994,-0.0269335,-0.995302,0,0.0229461,0.999427,-0.0249011,0,0.995402,-0.0205225,0.0935641,0,-72.9694,142.743,11.8456,1,0.280648,0.298562,0.912194,0,-0.0430607,0.953349,-0.298784,0,-0.958844,0.0445735,0.280412,0,114.514,142.704,0.446916,1]
[-0.995589,-0.0770517,0.053533,0,-0.0655348,0.979417,0.190911,0,-0.0671413,0.186561,-0.980147,0,20.1037,179.07,17.294,1,0.134436,0.0267954,-0.99056,0,0.0397579,0.998684,0.032411,0,0.990124,-0.0437398,0.133194,0,-73.0176,142.8,11.8152,1,0.256451,0.175225,0.950541,0,-0.0854479,0.98369,-0.158282,0,-0.962773,-0.04063,0.267241,0,114.453,143.416,0.748348,1]
[-0.995566,-0.0776781,0.0530484,0,-0.0663988,0.979806,0.188602,0,-0.0666274,0.184243,-0.98062,0,20.0737,179.099,17.3798,1,0.198086,-0.0261433,-0.979836,0,0.0827255,0.996524,-0.00986459,0,0.976688,-0.0791034,0.19956,0,-72.8479,142.968,11.3895,1,0.246349,0.137975,0.95931,0,-0.0260863,0.9904,-0.135747,0,-0.96883,0.00841636,0.247583,0,114.665,142.923,0.946343,1]
[-0.995533,-0.0789238,0.0518177,0,-0.0677781,0.979498,0.189711,0,-0.0657281,0.185351,-0.980472,0,20.0582,179.083,17.4353,1,0.184386,-0.00144772,-0.982853,0,0.100485,0.994787,0.0173859,0,0.977704,-0.101967,0.183571,0,-72.8333,143.018,11.6258,1,0.231451,0.0876124,0.968894,0,0.0499863,0.99355,-0.101783,0,-0.971562,0.0719891,0.225578,0,114.638,142.539,1.44079,1]
[-0.995521,-0.0787377,0.0523272,0,-0.0673611,0.979126,0.191768,0,-0.0663342,0.187384,-0.980045,0,20.0489,179.059,17.4702,1,0.142707,0.01496,-0.989652,0,0.0792737,0.996501,0.0264948,0,0.986585,-0.0822344,0.141022,0,-72.8878,142.678,12.2368,1,0.197449,0.0381557,0.97957,0,0.0232902,0.998778,-0.0435984,0,-0.980036,0.0314229,0.196319,0,114.663,142.583,1.96085,1]
[-0.995525,-0.0799815,0.0503213,0,-0.0689904,0.979098,0.191332,0,-0.0645725,0.187004,-0.980235,0,20.0473,179.054,17.5226,1,0.122388,0.037781,-0.991763,0,0.0707908,0.996398,0.0466935,0,0.989955,-0.0759224,0.119272,0,-72.923,142.499,12.6238,1,0.276405,0.11146,0.954556,0,-0.0575127,0.99339,-0.0993409,0,-0.959319,-0.0274408,0.280988,0,114.465,142.733,1.51181,1]
[-0.995708,-0.0788838,0.048411,0,-0.0681451,0.978774,0.193279,0,-0.0626301,0.18915,-0.979949,0,20.0382,179.04,17.5599,1,0.154413,0.159021,-0.975125,0,0.0379311,0.985281,0.166683,0,0.987278,-0.0627255,0.146108,0,-73.1096,142.445,12.7362,1,0.345174,0.147729,0.926839,0,-0.11366,0.986846,-0.114964,0,-0.931631,-0.0656623,0.357424,0,114.106,142.75,1.11096,1]
[-0.995803,-0.0770542,0.0493822,0,-0.0661609,0.978906,0.193301,0,-0.0632352,0.189222,-0.979896,0,20.0628,179.035,17.5921,1,0.0932876,0.114393,-0.989046,0,0.0751872,0.989732,0.121565,0,0.992796,-0.085704,0.0837288,0,-73.0129,142.757,12.7668,1,0.281526,0.0867323,0.955626,0,-0.132008,0.989938,-0.0509569,0,-0.95043,-0.111805,0.290143,0,114.229,142.686,1.93712,1]
[-0.995557,-0.0782094,0.0524401,0,-0.0667813,0.979053,0.192344,0,-0.0663848,0.187987,-0.979926,0,20.0727,179.04,17.6248,1,0.0982305,0.00252006,-0.995161,0,0.0656127,0.997805,0.00900327,0,0.992998,-0.0661796,0.0978495,0,-72.8742,142.914,12.1909,1,0.28709,-0.00610507,0.957884,0,-0.0313837,0.999383,0.0157756,0,-0.957389,-0.0345909,0.286721,0,114.318,141.874,2.09374,1]
[-0.995308,-0.0798674,0.0546169,0,-0.0679591,0.978853,0.192948,0,-0.0688722,0.188331,-0.979688,0,20.0651,179.05,17.6478,1,0.0871218,-0.00574465,-0.996181,0,0.0440983,0.999025,-0.0019044,0,0.995221,-0.043764,0.0872902,0,-72.7375,142.552,12.2297,1,0.294766,0.115717,0.948537,0,0.00850181,0.992284,-0.123696,0,-0.955532,0.0445255,0.291507,0,114.221,141.035,1.51747,1]
[-0.995433,-0.0811951,0.050211,0,-0.0700402,0.978534,0.193818,0,-0.0648703,0.189416,-0.979752,0,20.0217,179.048,17.6855,1,0.0700781,-0.0373306,-0.996843,0,0.0531563,0.99802,-0.0336378,0,0.996124,-0.0506312,0.0719238,0,-72.5086,142.467,12.3998,1,0.24233,0.0601222,0.968329,0,-0.0413341,0.997812,-0.0516086,0,-0.969313,-0.0275188,0.244284,0,114.175,141.328,1.90529,1]
[-0.995987,-0.0786998,0.042611,0,-0.0690841,0.978772,0.19296,0,-0.0568924,0.189242,-0.980281,0,19.9892,179.044,17.7265,1,0.0439988,-0.080416,-0.99579,0,0.0692943,0.9946,-0.0772581,0,0.996626,-0.0656033,0.0493336,0,-72.3561,142.616,12.6143,1,0.244027,0.0661682,0.967508,0,-0.0643283,0.996577,-0.0519311,0,-0.967632,-0.0495656,0.247448,0,114.036,141.565,1.74105,1]
